266,39,963,WashedProV1392,256.7046,-0.95,263.4779,-1.036667,5
267,39,412,NewProV1392,257.2713,4.9,271.3079,3.786667,6
268,39,474,NewProV1392,256.4146,2.84,275.8346,2.36,4.6
269,39,1217,RefurbishedProV1392,248.8579,-5.126667,252.2813,-4.286667,6
270,39,949,WashedProV1392,253.7413,8.146667,270.1613,11.63333,5.7
271,40,1230,RefurbishedProV1392,243.0746,16.74667,248.0813,16.99667,6.8
272,40,414,NewProV1392,257.8279,-1.306667,275.1146,-2.716667,3.8
273,40,476,NewProV1392,259.1913,10.27667,273.6413,13.52,4.8
274,40,973,WashedProV1392,253.3979,0.39,265.5346,-0.8866667,3.9
275,40,1007,WashedProV1392,252.3146,1.513333,264.2913,-0.6933333,4.9
276,40,1219,RefurbishedProV1392,253.8546,2.773333,273.9346,3.24,4.8
277,41,370,NewProV1392,258.8879,5.67E-02,269.4879,1.466667,4.6
278,41,989,WashedProV1392,251.5313,-0.91,269.1579,-1.933333,5.4
279,41,1231,RefurbishedProV1392,250.9146,12.83667,257.6846,13.43667,6.4
280,41,478,NewProV1392,256.7379,2.933333,270.3179,4.083333,5.2
281,41,1203,RefurbishedProV1392,248.0713,10.43,260.5979,12,6.4
282,41,984,WashedProV1392,256.0313,-1.42,266.3713,-4.33E-02,6
283,42,409,NewProV1392,257.7046,1.086667,267.1813,1.65,5.2
284,42,397,NewProV1392,255.8179,5.95,263.6713,5.64,5.5
285,42,1170,RefurbishedProV1392,250.2046,-8.186666,263.3646,-8.523334,8.3
286,42,956,WashedProV1392,255.0779,9.06,273.2646,11.29667,5.2
287,42,962,WashedProV1392,253.1079,1.136667,260.7979,1.286667,5.9
288,42,1195,RefurbishedProV1392,251.0646,-5.44,260.2646,-1.816667,6.8
